93,67,49,2017/5/8 11:45,2017/5/8 14:15,80,0,0,0
94,69,67,2017/5/5 14:30,2017/5/5 16:55,41,0,0,0
95,69,67,2017/5/7 14:30,2017/5/7 16:55,33,0,0,0
96,67,49,2017/5/5 17:55,2017/5/5 20:25,41,0,0,0
97,67,49,2017/5/7 17:55,2017/5/7 20:25,33,0,0,0
98,67,49,2017/5/6 11:45,2017/5/6 14:15,5,1,0,0
99,67,49,2017/5/7 14:30,2017/5/7 17:00,112,0,0,0
100,68,50,2017/5/5 11:55,2017/5/5 14:10,33,0,0,0
101,68,50,2017/5/6 11:55,2017/5/6 14:10,101,1,0,0
102,68,50,2017/5/7 14:45,2017/5/7 17:00,63,0,0,0
103,68,50,2017/5/8 11:55,2017/5/8 14:10,40,0,0,0
104,37,49,2017/5/6 14:10,2017/5/6 16:15,115,1,0,0
105,37,49,2017/5/8 14:10,2017/5/8 16:15,110,0,0,0
106,21,49,2017/5/6 9:20,2017/5/6 13:50,96,0,0,0
107,21,49,2017/5/8 9:20,2017/5/8 14:00,11,0,0,0
108,49,37,2017/5/6 15:10,2017/5/6 17:30,96,0,0,0
109,49,37,2017/5/8 15:10,2017/5/8 17:30,11,0,0,0
110,49,21,2017/5/6 17:30,2017/5/6 22:00,115,1,0,0
111,49,21,2017/5/8 17:30,2017/5/8 22:00,110,0,0,0
112,67,49,2017/5/5 15:00,2017/5/5 17:20,130,0,0,0
113,67,49,2017/5/6 15:00,2017/5/6 17:20,77,1,0,0
114,38,50,2017/5/7 10:55,2017/5/7 12:20,80,1,0,0
115,67,38,2017/5/8 8:30,2017/5/8 9:55,47,0,0,0
116,62,49,2017/5/5 9:20,2017/5/5 11:15,47,0,0,0
117,62,49,2017/5/7 9:20,2017/5/7 11:15,6,1,0,0
118,62,49,2017/5/8 9:20,2017/5/8 11:15,35,0,0,0
119,38,50,2017/5/8 10:55,2017/5/8 12:20,47,0,0,0
120,67,38,2017/5/5 8:30,2017/5/5 9:55,128,0,0,0
121,38,50,2017/5/5 10:55,2017/5/5 12:20,128,0,0,0
122,32,49,2017/5/5 7:25,2017/5/5 8:55,36,0,0,0
123,32,49,2017/5/6 7:25,2017/5/6 8:55,99,0,0,0
124,32,49,2017/5/7 7:25,2017/5/7 8:55,84,1,0,0
125,32,49,2017/5/8 7:25,2017/5/8 8:55,112,0,0,0
126,50,67,2017/5/5 13:45,2017/5/5 16:15,40,0,0,0
127,50,67,2017/5/6 13:45,2017/5/6 16:15,33,0,0,0
128,50,67,2017/5/7 13:45,2017/5/7 16:15,33,1,0,0
129,50,67,2017/5/8 13:45,2017/5/8 16:15,45,0,0,0
130,72,49,2017/5/6 6:35,2017/5/6 9:20,86,0,0,0
131,72,49,2017/5/7 6:35,2017/5/7 9:20,90,1,0,0
132,72,49,2017/5/5 6:35,2017/5/5 9:20,130,0,0,0
133,72,49,2017/5/8 6:35,2017/5/8 9:20,94,0,0,0
134,67,50,2017/5/7 17:15,2017/5/7 19:35,32,0,0,0
135,49,67,2017/5/5 11:05,2017/5/5 13:45,130,0,0,0
136,49,67,2017/5/6 11:05,2017/5/6 13:45,48,0,0,0
137,49,67,2017/5/7 17:50,2017/5/7 20:30,112,0,0,0
138,49,67,2017/5/8 11:05,2017/5/8 13:45,33,0,0,0
139,62,49,2017/5/6 9:20,2017/5/6 11:15,35,0,0,0
140,67,50,2017/5/5 17:15,2017/5/5 19:35,40,0,0,0
141,67,50,2017/5/6 17:15,2017/5/6 19:35,33,1,0,0
142,67,50,2017/5/8 17:15,2017/5/8 19:35,45,0,0,0
143,38,67,2017/5/7 21:15,2017/5/7 22:50,113,0,0,0
144,50,38,2017/5/5 18:40,2017/5/5 20:15,83,0,0,0
145,50,38,2017/5/8 18:40,2017/5/8 20:15,19,0,0,0
146,49,62,2017/5/5 7:00,2017/5/5 8:50,35,0,0,0
147,49,62,2017/5/6 7:00,2017/5/6 8:50,64,0,0,0
148,49,62,2017/5/7 7:00,2017/5/7 8:50,50,1,0,0
149,49,62,2017/5/8 7:00,2017/5/8 8:50,142,0,0,0
150,38,67,2017/5/5 21:15,2017/5/5 22:50,83,0,0,0
151,38,67,2017/5/8 21:15,2017/5/8 22:50,19,0,0,0
152,67,49,2017/5/7 15:00,2017/5/7 17:20,79,0,0,0
153,67,49,2017/5/8 15:00,2017/5/8 17:20,33,0,0,0
154,49,72,2017/5/5 20:30,2017/5/5 23:30,86,0,0,0
155,49,72,2017/5/6 16:00,2017/5/6 19:00,90,1,0,0
156,49,72,2017/5/7 20:30,2017/5/7 23:30,50,0,0,0
157,49,72,2017/5/8 20:30,2017/5/8 23:30,131,0,0,0
158,67,38,2017/5/7 8:30,2017/5/7 9:55,60,0,0,0
159,49,37,2017/5/6 21:10,2017/5/6 23:20,105,1,0,0
160,62,49,2017/5/5 20:20,2017/5/5 22:15,56,0,0,0
161,49,62,2017/5/5 20:55,2017/5/5 22:45,42,0,0,0
162,49,62,2017/5/6 16:00,2017/5/6 17:50,6,1,0,0
163,49,62,2017/5/7 21:15,2017/5/7 22:55,33,0,0,0
164,49,62,2017/5/8 20:55,2017/5/8 22:45,43,0,0,0
165,49,57,2017/5/5 7:45,2017/5/5 9:35,133,0,0,0
166,49,57,2017/5/6 7:45,2017/5/6 9:35,136,0,0,0
167,49,57,2017/5/7 7:45,2017/5/7 9:35,48,1,0,0
168,49,57,2017/5/8 7:45,2017/5/8 9:35,131,0,0,0
169,49,22,2017/5/5 11:45,2017/5/5 16:10,104,0,0,0
170,49,22,2017/5/6 11:45,2017/5/6 16:10,123,0,0,0
171,49,22,2017/5/7 11:45,2017/5/7 16:10,105,1,0,0
172,49,22,2017/5/8 11:45,2017/5/8 16:10,96,0,0,0
173,49,62,2017/5/5 12:30,2017/5/5 14:15,106,0,0,0
174,49,62,2017/5/6 12:30,2017/5/6 14:15,35,0,0,0
175,49,62,2017/5/7 12:30,2017/5/7 14:15,41,1,0,0
176,49,62,2017/5/8 12:30,2017/5/8 14:15,94,0,0,0
177,49,32,2017/5/5 22:00,2017/5/5 23:45,36,0,0,0
178,49,32,2017/5/6 16:00,2017/5/6 17:45,9,1,0,0
179,49,32,2017/5/7 22:00,2017/5/7 23:45,84,0,0,0
180,49,32,2017/5/8 22:00,2017/5/8 23:45,109,0,0,0
181,62,49,2017/5/5 7:30,2017/5/5 9:20,58,0,0,0
182,62,49,2017/5/8 7:30,2017/5/8 9:20,33,0,0,0
183,57,49,2017/5/5 10:50,2017/5/5 12:35,133,0,0,0
184,57,49,2017/5/6 10:50,2017/5/6 12:35,136,0,0,0
185,57,49,2017/5/7 15:15,2017/5/7 17:00,9,0,0,0
186,57,49,2017/5/8 10:50,2017/5/8 12:35,131,0,0,0
187,62,49,2017/5/6 17:20,2017/5/6 19:10,6,1,0,0
188,62,49,2017/5/7 17:20,2017/5/7 19:10,90,0,0,0
189,62,49,2017/5/5 17:20,2017/5/5 19:10,86,0,0,0
190,62,49,2017/5/8 17:20,2017/5/8 19:10,109,0,0,0
191,62,49,2017/5/6 7:30,2017/5/6 9:20,42,0,0,0
192,62,49,2017/5/7 15:10,2017/5/7 17:00,35,0,0,0
193,49,62,2017/5/5 17:30,2017/5/5 19:15,56,0,0,0
194,49,62,2017/5/7 17:30,2017/5/7 19:15,56,1,0,0
195,22,49,2017/5/5 15:40,2017/5/5 20:10,123,0,0,0
196,22,49,2017/5/7 15:40,2017/5/7 20:10,110,0,0,0
197,22,49,2017/5/8 15:40,2017/5/8 19:55,95,0,0,0
198,49,62,2017/5/5 14:30,2017/5/5 16:15,86,0,0,0
199,49,62,2017/5/6 14:30,2017/5/6 16:15,6,1,0,0
200,49,62,2017/5/7 17:50,2017/5/7 19:35,19,0,0,0
201,49,62,2017/5/8 14:30,2017/5/8 16:15,109,0,0,0
202,49,62,2017/5/5 8:55,2017/5/5 10:40,13,0,0,0
203,49,62,2017/5/6 8:55,2017/5/6 10:40,45,0,0,0
204,49,62,2017/5/7 8:55,2017/5/7 10:40,26,1,0,0
205,49,62,2017/5/8 8:55,2017/5/8 10:40,109,0,0,0
206,49,37,2017/5/5 21:10,2017/5/5 23:20,123,0,0,0
207,49,37,2017/5/7 21:10,2017/5/7 23:20,110,0,0,0
208,49,37,2017/5/8 21:10,2017/5/8 23:20,95,0,0,0
209,62,49,2017/5/7 20:20,2017/5/7 22:15,141,0,0,0
210,37,49,2017/5/5 8:35,2017/5/5 10:40,104,0,0,0
211,37,49,2017/5/6 8:35,2017/5/6 10:40,123,0,0,0
212,37,49,2017/5/7 8:35,2017/5/7 10:40,105,1,0,0
213,37,49,2017/5/8 8:35,2017/5/8 10:40,96,0,0,0
214,62,49,2017/5/5 11:40,2017/5/5 13:30,13,0,0,0
215,62,49,2017/5/7 11:40,2017/5/7 13:30,26,1,0,0
216,22,49,2017/5/6 15:40,2017/5/6 19:55,105,1,0,0
217,62,49,2017/5/6 11:40,2017/5/6 13:30,45,0,0,0
218,62,49,2017/5/8 11:40,2017/5/8 13:30,109,0,0,0
219,62,50,2017/5/8 15:05,2017/5/8 16:30,94,0,0,0
220,49,27,2017/5/5 14:15,2017/5/5 17:15,8,0,0,0
221,49,27,2017/5/7 14:15,2017/5/7 17:15,8,1,0,0
222,62,49,2017/5/7 20:05,2017/5/7 22:05,49,0,0,0
223,62,49,2017/5/5 19:00,2017/5/5 21:00,30,0,0,0
224,62,50,2017/5/5 15:05,2017/5/5 16:30,79,0,0,0
225,62,50,2017/5/6 15:05,2017/5/6 16:30,65,1,0,0
226,50,62,2017/5/5 18:30,2017/5/5 19:50,26,0,0,0
227,50,62,2017/5/7 18:30,2017/5/7 19:50,56,0,0,0
228,50,62,2017/5/8 18:30,2017/5/8 19:50,123,0,0,0
229,16,49,2017/5/7 14:20,2017/5/7 17:30,57,0,0,0
230,49,62,2017/5/5 19:00,2017/5/5 20:45,125,0,0,0
231,49,62,2017/5/6 16:00,2017/5/6 17:45,48,1,0,0
232,49,62,2017/5/7 19:00,2017/5/7 20:45,18,0,0,0
233,49,62,2017/5/8 19:00,2017/5/8 20:45,29,0,0,0
234,49,16,2017/5/7 9:30,2017/5/7 12:45,7,1,0,0
235,62,50,2017/5/7 21:05,2017/5/7 22:35,56,0,0,0
236,62,50,2017/5/8 21:05,2017/5/8 22:35,123,0,0,0
237,16,49,2017/5/5 13:50,2017/5/5 17:10,69,0,0,0
238,16,49,2017/5/6 14:20,2017/5/6 17:30,58,1,0,0
239,16,49,2017/5/8 14:20,2017/5/8 17:30,18,0,0,0
240,62,49,2017/5/6 21:45,2017/5/6 23:35,48,1,0,0
241,49,57,2017/5/5 15:00,2017/5/5 16:45,54,0,0,0
242,49,57,2017/5/6 15:00,2017/5/6 16:45,126,0,0,0
243,49,57,2017/5/7 15:00,2017/5/7 16:45,94,1,0,0
244,49,57,2017/5/8 15:00,2017/5/8 16:45,90,0,0,0
245,49,16,2017/5/5 9:30,2017/5/5 12:50,69,0,0,0
246,49,16,2017/5/6 9:30,2017/5/6 12:45,98,0,0,0
247,49,16,2017/5/8 9:30,2017/5/8 12:45,18,0,0,0
248,62,49,2017/5/7 21:45,2017/5/7 23:35,18,0,0,0
249,62,50,2017/5/5 21:05,2017/5/5 22:35,26,0,0,0
250,62,50,2017/5/6 21:05,2017/5/6 22:35,44,1,0,0
251,49,62,2017/5/5 16:00,2017/5/5 17:45,1,0,0,0
252,49,62,2017/5/6 16:00,2017/5/6 17:45,94,1,0,0
253,49,62,2017/5/7 17:50,2017/5/7 19:35,134,0,0,0
254,49,62,2017/5/8 16:00,2017/5/8 17:45,46,0,0,0
255,62,49,2017/5/5 21:45,2017/5/5 23:35,125,0,0,0
256,62,49,2017/5/8 21:45,2017/5/8 23:35,29,0,0,0
257,50,62,2017/5/6 16:00,2017/5/6 17:20,46,0,0,0
258,50,62,2017/5/5 11:35,2017/5/5 12:55,118,0,0,0
259,50,62,2017/5/6 11:35,2017/5/6 12:55,79,0,0,0
260,50,62,2017/5/7 11:35,2017/5/7 12:55,38,1,0,0
261,50,62,2017/5/8 11:35,2017/5/8 12:55,48,0,0,0
262,27,49,2017/5/5 14:05,2017/5/5 16:45,14,0,0,0
263,27,49,2017/5/7 14:20,2017/5/7 17:00,106,0,0,0
264,49,22,2017/5/5 17:45,2017/5/5 22:10,14,0,0,0
265,49,22,2017/5/7 17:50,2017/5/7 22:15,106,0,0,0
266,62,49,2017/5/8 19:00,2017/5/8 20:55,46,0,0,0
267,22,49,2017/5/5 8:55,2017/5/5 13:15,8,0,0,0
268,22,49,2017/5/7 8:55,2017/5/7 13:15,8,1,0,0
269,62,49,2017/5/5 15:20,2017/5/5 17:10,117,0,0,0
270,62,49,2017/5/6 15:20,2017/5/6 17:10,91,1,0,0
271,62,49,2017/5/7 15:20,2017/5/7 17:10,46,0,0,0
272,62,49,2017/5/8 15:20,2017/5/8 17:10,39,0,0,0
273,62,49,2017/5/6 19:00,2017/5/6 21:00,94,1,0,0
274,62,50,2017/5/7 15:35,2017/5/7 17:00,141,0,0,0
275,14,49,2017/5/5 20:45,2017/5/5 22:05,134,0,0,0
276,14,49,2017/5/6 20:45,2017/5/6 22:05,93,1,0,0
277,60,79,2017/5/5 11:00,2017/5/5 12:30,39,0,0,0
278,60,79,2017/5/6 11:00,2017/5/6 12:30,78,0,0,0
279,60,79,2017/5/7 11:00,2017/5/7 12:30,107,0,0,0
280,60,79,2017/5/8 11:00,2017/5/8 12:30,8,0,0,0
281,49,79,2017/5/5 7:50,2017/5/5 11:10,134,0,0,0
282,49,79,2017/5/6 7:50,2017/5/6 11:10,88,0,0,0
283,49,79,2017/5/7 7:50,2017/5/7 11:10,36,1,0,0
284,49,79,2017/5/8 7:50,2017/5/8 11:10,118,0,0,0
285,14,49,2017/5/5 12:20,2017/5/5 13:40,86,0,0,0
286,14,49,2017/5/6 12:20,2017/5/6 13:40,99,0,0,0
287,14,49,2017/5/7 12:20,2017/5/7 13:40,94,1,0,0
288,14,49,2017/5/8 12:20,2017/5/8 13:40,90,0,0,0
289,17,49,2017/5/5 9:00,2017/5/5 11:55,15,0,0,0
290,17,49,2017/5/6 9:00,2017/5/6 11:55,95,0,0,0
291,17,49,2017/5/7 9:00,2017/5/7 11:55,19,1,0,0
292,17,49,2017/5/8 9:00,2017/5/8 11:55,89,0,0,0
293,61,14,2017/5/5 9:50,2017/5/5 11:15,86,0,0,0
294,61,14,2017/5/6 9:50,2017/5/6 11:15,127,0,0,0
295,61,14,2017/5/7 9:50,2017/5/7 11:15,17,1,0,0
296,61,14,2017/5/8 9:50,2017/5/8 11:15,97,0,0,0
297,49,23,2017/5/7 22:00,2017/5/8 7:15,25,0,0,0
298,63,14,2017/5/5 15:30,2017/5/5 17:05,121,0,0,0
299,63,14,2017/5/8 15:55,2017/5/8 17:30,117,0,0,0
300,14,61,2017/5/7 12:15,2017/5/7 13:40,17,1,0,0
301,79,60,2017/5/5 16:40,2017/5/5 18:20,101,0,0,0
302,79,60,2017/5/6 16:40,2017/5/6 18:20,78,0,0,0
303,79,60,2017/5/8 16:40,2017/5/8 18:20,56,0,0,0
304,14,63,2017/5/8 18:20,2017/5/8 20:00,117,0,0,0
305,14,63,2017/5/5 18:05,2017/5/5 19:45,121,0,0,0
306,49,24,2017/5/6 21:50,2017/5/7 7:15,22,1,0,0
307,14,61,2017/5/5 12:15,2017/5/5 13:40,108,0,0,0
308,14,61,2017/5/6 12:15,2017/5/6 13:40,127,0,0,0
309,14,61,2017/5/8 12:15,2017/5/8 13:40,97,0,0,0
310,60,50,2017/5/5 19:20,2017/5/5 21:30,101,0,0,0
311,60,50,2017/5/6 19:20,2017/5/6 21:30,69,1,0,0
312,49,14,2017/5/5 18:30,2017/5/5 19:45,134,0,0,0
313,49,14,2017/5/6 18:30,2017/5/6 19:45,93,1,0,0
314,49,14,2017/5/7 18:30,2017/5/7 19:45,142,0,0,0
315,49,14,2017/5/8 18:30,2017/5/8 19:45,92,0,0,0
316,24,49,2017/5/7 9:15,2017/5/7 18:55,22,1,0,0
317,60,50,2017/5/8 19:20,2017/5/8 21:30,56,0,0,0
318,50,60,2017/5/5 8:05,2017/5/5 10:10,39,0,0,0
319,50,60,2017/5/6 8:05,2017/5/6 10:10,78,0,0,0
320,50,60,2017/5/7 8:05,2017/5/7 10:10,122,1,0,0
321,50,60,2017/5/8 8:05,2017/5/8 10:10,8,0,0,0
322,79,60,2017/5/7 16:40,2017/5/7 18:20,125,0,0,0
323,14,49,2017/5/8 20:45,2017/5/8 22:05,92,0,0,0
324,60,50,2017/5/7 19:20,2017/5/7 21:30,125,0,0,0
325,49,14,2017/5/5 10:00,2017/5/5 11:20,108,0,0,0
326,49,14,2017/5/6 10:00,2017/5/6 11:20,99,0,0,0
327,49,14,2017/5/7 10:00,2017/5/7 11:20,94,1,0,0
328,49,14,2017/5/8 10:00,2017/5/8 11:20,90,0,0,0
329,49,17,2017/5/5 19:55,2017/5/5 23:00,95,0,0,0
330,49,17,2017/5/6 19:55,2017/5/6 23:00,19,1,0,0
331,49,17,2017/5/7 19:55,2017/5/7 23:00,89,0,0,0
332,49,17,2017/5/8 19:55,2017/5/8 23:00,134,0,0,0
333,14,49,2017/5/7 20:45,2017/5/7 22:05,142,0,0,0
334,49,60,2017/5/5 12:10,2017/5/5 14:40,124,0,0,0
335,49,60,2017/5/6 12:10,2017/5/6 14:40,121,0,0,0
336,49,60,2017/5/7 12:10,2017/5/7 14:40,37,1,0,0
337,49,60,2017/5/8 12:10,2017/5/8 14:40,76,0,0,0
338,54,78,2017/5/5 11:05,2017/5/5 12:10,141,0,0,0
339,54,78,2017/5/6 11:05,2017/5/6 12:10,37,0,0,0
340,54,78,2017/5/8 11:05,2017/5/8 12:10,123,0,0,0
341,60,78,2017/5/6 21:55,2017/5/6 22:50,107,0,0,0
342,60,78,2017/5/8 21:55,2017/5/8 22:50,18,0,0,0
343,49,1,2017/5/6 21:40,2017/5/7 9:40,20,1,0,0
344,49,1,2017/5/8 21:40,2017/5/9 9:40,25,0,0,0
345,55,77,2017/5/5 15:10,2017/5/5 17:20,47,0,0,0
346,50,54,2017/5/7 8:05,2017/5/7 10:20,136,1,0,0
347,49,60,2017/5/5 18:35,2017/5/5 21:10,117,0,0,0
348,49,60,2017/5/7 18:35,2017/5/7 21:10,57,0,0,0
349,76,60,2017/5/5 18:05,2017/5/5 20:05,124,0,0,0
350,76,60,2017/5/7 18:05,2017/5/7 20:05,121,0,0,0
351,55,77,2017/5/7 15:10,2017/5/7 17:20,6,1,0,0
352,55,77,2017/5/8 15:10,2017/5/8 17:20,35,0,0,0
353,54,78,2017/5/7 11:05,2017/5/7 12:10,56,0,0,0
354,60,49,2017/5/5 21:00,2017/5/5 23:25,124,0,0,0
355,60,49,2017/5/7 21:00,2017/5/7 23:25,121,0,0,0
356,77,55,2017/5/7 18:10,2017/5/7 20:35,131,0,0,0
357,60,78,2017/5/5 21:55,2017/5/5 22:50,117,0,0,0
358,60,78,2017/5/7 21:55,2017/5/7 22:50,57,0,0,0
359,55,49,2017/5/7 21:20,2017/5/7 23:30,131,0,0,0
360,78,54,2017/5/7 13:10,2017/5/7 14:20,56,0,0,0
361,54,50,2017/5/7 15:05,2017/5/7 17:15,56,0,0,0
362,76,60,2017/5/8 18:05,2017/5/8 20:05,76,0,0,0
363,77,55,2017/5/5 18:10,2017/5/5 20:35,47,0,0,0
364,77,55,2017/5/8 18:10,2017/5/8 20:35,35,0,0,0
365,78,54,2017/5/5 13:10,2017/5/5 14:20,141,0,0,0
366,78,54,2017/5/8 13:10,2017/5/8 14:20,123,0,0,0
367,78,60,2017/5/6 8:45,2017/5/6 9:55,97,0,0,0
368,60,49,2017/5/6 10:50,2017/5/6 13:20,97,0,0,0
369,60,49,2017/5/8 21:00,2017/5/8 23:25,76,0,0,0
370,79,49,2017/5/8 11:55,2017/5/8 15:35,118,0,0,0
371,54,50,2017/5/5 15:05,2017/5/5 17:15,141,0,0,0
372,54,50,2017/5/8 15:05,2017/5/8 17:15,123,0,0,0
373,79,49,2017/5/5 11:55,2017/5/5 15:35,134,0,0,0
374,78,60,2017/5/7 8:45,2017/5/7 9:55,107,0,0,0
375,76,60,2017/5/6 18:05,2017/5/6 20:05,121,0,0,0
376,60,49,2017/5/6 21:00,2017/5/6 23:25,141,1,0,0
377,79,49,2017/5/7 13:20,2017/5/7 17:00,107,0,0,0
378,60,49,2017/5/7 10:50,2017/5/7 13:20,57,1,0,0
379,49,55,2017/5/5 12:20,2017/5/5 14:25,47,0,0,0
380,49,55,2017/5/7 12:20,2017/5/7 14:25,6,1,0,0
381,49,55,2017/5/8 12:20,2017/5/8 14:25,35,0,0,0
382,79,49,2017/5/6 11:55,2017/5/6 15:35,68,1,0,0
383,78,60,2017/5/5 8:45,2017/5/5 9:55,93,0,0,0
384,78,60,2017/5/8 8:45,2017/5/8 9:55,117,0,0,0
385,23,49,2017/5/8 9:20,2017/5/8 18:55,25,0,0,0
386,23,49,2017/5/5 9:20,2017/5/5 18:55,3,0,0,0
387,78,54,2017/5/6 13:10,2017/5/6 14:20,37,0,0,0
388,54,50,2017/5/6 15:05,2017/5/6 17:15,117,1,0,0
